

Trajectories
100
,,two_spineMJ:spine_top,,,two_spineMJ:spine_bottom,,,two_spineMJ:hip_top,,,two_spineMJ:hip_bottom,,,two_spineMJ:hip_middle,,,two_spineMJ:knee,,,two_spineMJ:heel,,,two_spineMJ:foot_mid,,,two_spineMJ:toe,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1384,0,567.652,133.531,61.1669,671.482,91.2005,39.8419,491.305,103.081,120.709,667.437,45.8195,87.244,611.51,61.5511,114.976,519.096,-63.5184,146.483,704.37,-150.892,82.4248,711.827,-225.261,98.8657,724.722,-304.184,98.6433
1385,0,567.669,133.5,61.1774,671.464,91.1648,39.8695,491.334,103.036,120.725,667.474,45.8121,87.2608,611.508,61.5022,114.947,519.144,-63.5413,146.496,704.4,-150.934,82.4072,711.829,-225.302,98.8779,724.726,-304.215,98.653
1386,0,567.657,133.481,61.1733,671.482,91.1266,39.7975,491.337,102.997,120.732,667.491,45.8072,87.302,611.51,61.5032,114.948,519.135,-63.5686,146.474,704.39,-150.895,82.4628,711.83,-225.274,98.8456,724.725,-304.195,98.6329
1387,0,567.658,133.495,61.1843,671.482,91.1703,39.795,491.337,103.029,120.751,667.493,45.8273,87.3125,611.508,61.5339,114.972,519.118,-63.5475,146.443,704.379,-150.901,82.4142,711.82,-225.3,98.7678,724.756,-304.201,98.613
1388,0,567.653,133.495,61.1532,671.45,91.177,39.7487,491.323,103.044,120.714,667.477,45.8328,87.3276,611.511,61.5518,114.98,519.121,-63.533,146.448,704.384,-150.866,82.4486,711.824,-225.255,98.8784,724.762,-304.177,98.6224
1389,0,567.637,133.51,61.1351,671.465,91.1399,39.7486,491.323,103.048,120.683,667.46,45.8158,87.2604,611.474,61.5406,114.93,519.107,-63.5763,146.404,704.387,-150.893,82.4325,711.824,-225.255,98.8817,724.734,-304.191,98.678
1390,0,567.632,133.513,61.1624,671.446,91.1622,39.7706,491.321,103.034,120.675,667.459,45.816,87.2637,611.49,61.5182,114.966,519.117,-63.5467,146.444,704.387,-150.894,82.4318,711.823,-225.257,98.8824,724.741,-304.181,98.6958
1391,0,567.635,133.491,61.188,671.464,91.1587,39.8365,491.323,103.014,120.694,667.461,45.8154,87.267,611.49,61.5185,114.966,519.117,-63.5467,146.444,704.401,-150.873,82.4669,711.824,-225.272,98.8698,724.771,-304.17,98.7209
1392,0,567.652,133.466,61.1264,671.444,91.1587,39.8731,491.326,102.995,120.683,667.442,45.7677,87.261,611.491,61.488,114.948,519.105,-63.5794,146.442,704.401,-150.876,82.4652,711.83,-225.256,98.8509,724.785,-304.191,98.6732
1393,0,567.63,133.492,61.1543,671.464,91.1577,39.7868,491.326,102.993,120.681,667.459,45.816,87.2635,611.492,61.487,114.901,519.122,-63.5697,146.429,704.401,-150.876,82.4652,711.829,-225.256,98.8447,724.777,-304.173,98.6886
1394,0,567.638,133.48,61.176,671.463,91.1777,39.8371,491.324,103.028,120.705,667.459,45.8158,87.2603,611.492,61.4874,114.903,519.105,-63.5914,146.397,704.412,-150.844,82.4683,711.829,-225.239,98.8532,724.78,-304.169,98.6769
1395,0,567.652,133.494,61.1512,671.467,91.1518,39.8192,491.308,103.009,120.674,667.476,45.8104,87.2674,611.494,61.5373,114.98,519.138,-63.5623,146.425,704.388,-150.893,82.432,711.824,-225.255,98.8817,724.778,-304.172,98.6824
1396,0,567.652,133.489,61.1161,671.475,91.1732,39.7938,491.308,103.009,120.674,667.478,45.8098,87.2706,611.507,61.5333,114.969,519.103,-63.5413,146.465,704.393,-150.9,82.3974,711.845,-225.267,98.8398,724.767,-304.184,98.6743
1397,0,567.65,133.485,61.1151,671.476,91.1727,39.7945,491.304,103.014,120.644,667.457,45.7959,87.2531,611.508,61.5333,114.967,519.104,-63.5421,146.463,704.387,-150.897,82.4304,711.823,-225.274,98.8706,724.731,-304.158,98.7252
1398,0,567.645,133.479,61.1068,671.461,91.1825,39.8058,491.291,103.024,120.653,667.456,45.8173,87.2602,611.49,61.5172,114.922,519.101,-63.5348,146.456,704.383,-150.884,82.4388,711.823,-225.274,98.871,724.74,-304.163,98.7374
1399,0,567.646,133.497,61.1175,671.476,91.1727,39.7944,491.324,103.015,120.663,667.495,45.8267,87.316,611.506,61.5327,114.969,519.13,-63.5614,146.448,704.405,-150.904,82.448,711.835,-225.283,98.8364,724.76,-304.192,98.6715
1400,0,567.67,133.502,61.0985,671.481,91.1848,39.7703,491.351,103.055,120.755,667.495,45.8255,87.2678,611.544,61.5236,114.941,519.148,-63.5252,146.488,704.412,-150.886,82.4597,711.85,-225.293,98.8253,724.771,-304.181,98.6574
1401,0,567.668,133.514,61.1851,671.492,91.2007,39.8671,491.351,103.055,120.756,667.476,45.8633,87.3319,611.53,61.5482,114.953,519.144,-63.5006,146.504,704.42,-150.876,82.4795,711.877,-225.255,98.8903,724.784,-304.158,98.7066
1402,0,567.668,133.499,61.1762,671.51,91.1792,39.8346,491.351,103.055,120.755,667.495,45.8267,87.316,611.511,61.5521,114.982,519.166,-63.5554,146.463,704.419,-150.881,82.4769,711.883,-225.28,98.8751,724.79,-304.151,98.7384
1403,0,567.67,133.504,61.1773,671.477,91.1985,39.8716,491.349,103.041,120.745,667.495,45.8267,87.316,611.507,61.5333,114.969,519.143,-63.5476,146.505,704.418,-150.894,82.4696,711.859,-225.287,98.9163,724.797,-304.188,98.7086
1404,0,567.652,133.51,61.1846,671.477,91.1985,39.8719,491.339,103.047,120.754,667.478,45.8321,87.3091,611.508,61.5022,114.944,519.144,-63.5494,146.479,704.403,-150.876,82.4974,711.859,-225.27,98.9233,724.78,-304.156,98.7764
1405,0,567.635,133.5,61.1604,671.478,91.1679,39.8257,491.327,103.058,120.747,667.476,45.8329,87.3087,611.507,61.5327,114.964,519.145,-63.5452,146.479,704.416,-150.884,82.4435,711.862,-225.244,98.8941,724.807,-304.157,98.7111
1406,0,567.629,133.491,61.1523,671.476,91.1727,39.7944,491.312,103.02,120.704,667.476,45.8329,87.3087,611.508,61.5333,114.967,519.123,-63.5738,146.458,704.408,-150.88,82.4635,711.892,-225.271,98.8947,724.808,-304.157,98.7092
1407,0,567.632,133.486,61.1837,671.463,91.1779,39.837,491.325,102.994,120.681,667.476,45.8328,87.3089,611.49,61.5181,114.965,519.123,-63.5738,146.458,704.419,-150.884,82.4749,711.824,-225.254,98.8765,724.775,-304.174,98.6915
1408,0,567.668,133.499,61.1762,671.493,91.1883,39.8604,491.352,103.035,120.775,667.476,45.8632,87.3236,611.507,61.5327,114.964,519.116,-63.5523,146.5,704.419,-150.884,82.4749,711.859,-225.241,98.8736,724.778,-304.172,98.6908
1409,0,567.653,133.504,61.2135,671.493,91.1873,39.8592,491.35,103.015,120.79,667.493,45.8275,87.316,611.508,61.5032,114.991,519.14,-63.5517,146.49,704.418,-150.879,82.4455,711.861,-225.242,98.865,724.792,-304.146,98.7291
1410,0,567.649,133.483,61.1931,671.507,91.2096,39.8948,491.348,103.016,120.792,667.474,45.8334,87.3052,611.508,61.5022,114.947,519.148,-63.5465,146.534,704.443,-150.882,82.4324,711.882,-225.282,98.8758,724.816,-304.181,98.6919
1411,0,567.653,133.487,61.1991,671.48,91.1773,39.8224,491.322,103.025,120.756,667.476,45.8327,87.3054,611.508,61.5019,114.944,519.146,-63.5469,146.535,704.438,-150.882,82.4642,711.859,-225.269,98.9187,724.8,-304.169,98.7097
1412,0,567.633,133.489,61.1841,671.48,91.1773,39.8224,491.308,103.004,120.71,667.477,45.8323,87.3123,611.472,61.4909,114.968,519.121,-63.593,146.473,704.42,-150.877,82.4787,711.853,-225.292,98.811,724.798,-304.171,98.7143
1413,0,567.633,133.497,61.1554,671.463,91.1773,39.8376,491.332,102.998,120.727,667.475,45.8331,87.3073,611.507,61.5338,115.01,519.102,-63.6101,146.413,704.406,-150.879,82.4326,711.847,-225.267,98.8262,724.794,-304.18,98.6668
1414,0,567.637,133.499,61.1266,671.461,91.1827,39.8059,491.304,102.974,120.68,667.476,45.8328,87.3089,611.507,61.5343,115.012,519.078,-63.6003,146.481,704.404,-150.905,82.4077,711.845,-225.266,98.8366,724.795,-304.181,98.6624
1415,0,567.632,133.494,61.155,671.46,91.1831,39.8053,491.294,102.99,120.737,667.476,45.8329,87.3087,611.49,61.5182,114.966,519.078,-63.5832,146.491,704.404,-150.899,82.4108,711.841,-225.266,98.8569,724.796,-304.184,98.665
1416,0,567.641,133.471,61.17,671.466,91.1577,39.7893,491.266,102.994,120.761,667.495,45.8265,87.3125,611.454,61.4974,114.971,519.083,-63.5832,146.462,704.4,-150.878,82.4647,711.857,-225.242,98.9313,724.784,-304.159,98.7227
1417,0,567.619,133.474,61.1743,671.472,91.1972,39.9008,491.274,103.001,120.774,667.454,45.8203,87.3595,611.432,61.4858,115.002,519.102,-63.5786,146.491,704.416,-150.884,82.4435,711.872,-225.26,98.9384,724.782,-304.158,98.7271
1418,0,567.612,133.463,61.202,671.473,91.1966,39.9013,491.291,102.973,120.758,667.417,45.8315,87.317,611.433,61.4867,115.003,519.106,-63.581,146.485,704.424,-150.911,82.4578,711.863,-225.269,98.9167,724.777,-304.156,98.7582
1419,0,567.636,133.48,61.2353,671.449,91.2324,40.0001,491.294,102.972,120.755,667.451,45.8218,87.3523,611.451,61.5026,115.047,519.106,-63.5804,146.486,704.416,-150.841,82.4941,711.863,-225.268,98.9134,724.8,-304.169,98.6988
1420,0,567.64,133.501,61.211,671.457,91.2069,39.9123,491.294,102.971,120.754,667.451,45.8423,87.3594,611.469,61.4755,114.978,519.106,-63.5804,146.486,704.399,-150.872,82.455,711.872,-225.232,98.8943,724.792,-304.148,98.7187
1421,0,567.618,133.499,61.1945,671.457,91.2069,39.9122,491.275,102.988,120.747,667.433,45.8481,87.3589,611.436,61.5035,114.972,519.076,-63.5775,146.46,704.39,-150.847,82.4549,711.852,-225.255,98.8744,724.809,-304.157,98.7071
1422,0,567.608,133.458,61.1461,671.443,91.1855,39.878,491.275,102.988,120.748,667.455,45.84,87.3184,611.437,61.5049,114.973,519.089,-63.5795,146.409,704.389,-150.849,82.454,711.856,-225.258,98.8477,724.794,-304.166,98.6706
1423,0,567.589,133.458,61.1702,671.428,91.1971,39.8403,491.256,102.958,120.675,667.453,45.8407,87.3181,611.438,61.5055,114.973,519.073,-63.5894,146.422,704.393,-150.889,82.3898,711.83,-225.257,98.8573,724.776,-304.169,98.6616
1424,0,567.59,133.443,61.1651,671.419,91.1782,39.8141,491.28,102.958,120.665,667.437,45.803,87.2629,611.452,61.4797,114.962,519.058,-63.6119,146.389,704.375,-150.887,82.4091,711.829,-225.258,98.8512,724.776,-304.169,98.6635
1425,0,567.594,133.455,61.1751,671.441,91.1481,39.7726,491.28,102.958,120.664,667.421,45.8052,87.289,611.451,61.4778,114.914,519.083,-63.5935,146.386,704.407,-150.871,82.4365,711.829,-225.274,98.8394,724.778,-304.168,98.6907
1426,0,567.608,133.463,61.1644,671.46,91.1744,39.8291,491.299,102.973,120.726,667.42,45.8047,87.2283,611.451,61.4788,114.958,519.081,-63.6148,146.403,704.404,-150.867,82.426,711.845,-225.266,98.8366,724.796,-304.183,98.6535
1427,0,567.617,133.492,61.1743,671.477,91.1985,39.8713,491.298,102.988,120.736,667.456,45.8162,87.2149,611.473,61.4909,114.927,519.107,-63.593,146.394,704.424,-150.865,82.4224,711.877,-225.236,98.8707,724.81,-304.142,98.7112
1428,0,567.636,133.464,61.1634,671.464,91.179,39.877,491.309,103.004,120.71,667.44,45.8187,87.2495,611.473,61.4917,114.971,519.106,-63.5696,146.506,704.402,-150.859,82.4749,711.855,-225.224,98.9262,724.819,-304.153,98.741
1429,0,567.636,133.462,61.1666,671.475,91.2032,39.8402,491.306,102.967,120.715,667.474,45.8337,87.3222,611.451,61.4788,114.956,519.067,-63.5912,146.477,704.4,-150.878,82.4647,711.819,-225.253,98.8959,724.77,-304.17,98.7305
1430,0,567.638,133.469,61.1675,671.457,91.1508,39.7698,491.276,102.957,120.694,667.454,45.798,87.3014,611.469,61.4727,114.958,519.072,-63.5925,146.447,704.388,-150.893,82.432,711.83,-225.282,98.8671,724.77,-304.169,98.7248
1431,0,567.602,133.475,61.1793,671.432,91.1545,39.7821,491.273,102.963,120.657,667.458,45.7937,87.3123,611.469,61.4738,115.007,519.07,-63.6253,146.404,704.387,-150.899,82.4289,711.824,-225.255,98.8817,724.718,-304.192,98.6742
1432,0,567.594,133.454,61.1114,671.424,91.1387,39.836,491.273,102.994,120.718,667.438,45.8212,87.3356,611.45,61.4783,114.956,519.047,-63.6053,146.405,704.387,-150.899,82.4289,711.823,-225.256,98.8791,724.765,-304.191,98.6327
1433,0,567.635,133.44,61.0936,671.443,91.189,39.8298,491.285,102.984,120.708,667.474,45.8306,87.3361,611.472,61.4905,114.967,519.051,-63.5975,146.453,704.393,-150.894,82.4002,711.814,-225.281,98.8068,724.73,-304.203,98.6276
1434,0,567.649,133.502,61.1156,671.476,91.1727,39.7944,491.3,103.007,120.721,667.476,45.8631,87.3286,611.511,61.5518,114.979,519.082,-63.5828,146.463,704.375,-150.885,82.4105,711.83,-225.257,98.8541,724.756,-304.2,98.6121
1435,0,567.651,133.496,61.1479,671.472,91.1964,39.812,491.31,103.011,120.771,667.493,45.8273,87.3125,611.508,61.5347,115.013,519.099,-63.5794,146.482,704.419,-150.883,82.4761,711.862,-225.278,98.8307,724.776,-304.168,98.6931
1436,0,567.635,133.494,61.185,671.492,91.1893,39.8598,491.299,103.015,120.809,667.494,45.8276,87.3609,611.491,61.5099,114.993,519.105,-63.5815,146.486,704.42,-150.879,82.4773,711.862,-225.286,98.9082,724.776,-304.175,98.7193
1437,0,567.654,133.487,61.1999,671.478,91.1996,39.8727,491.301,103.042,120.864,667.476,45.8327,87.3054,611.491,61.5103,114.994,519.103,-63.5765,146.457,704.408,-150.915,82.4731,711.844,-225.277,98.9337,724.779,-304.174,98.7685
1438,0,567.651,133.479,61.1981,671.477,91.1986,39.871,491.306,103.005,120.724,667.475,45.8341,87.3571,611.472,61.5156,114.99,519.085,-63.551,146.493,704.408,-150.902,82.4807,711.839,-225.233,98.9507,724.779,-304.156,98.75
1439,0,567.612,133.49,61.1867,671.461,91.182,39.8064,491.289,102.984,120.692,667.474,45.8344,87.3637,611.471,61.5249,115.011,519.083,-63.5786,146.44,704.399,-150.87,82.4565,711.842,-225.267,98.8723,724.787,-304.146,98.75
1440,0,567.581,133.479,61.1824,671.445,91.1858,39.8619,491.272,102.995,120.719,667.455,45.841,87.3633,611.434,61.5351,115.036,519.068,-63.5897,146.452,704.403,-150.878,82.496,711.823,-225.257,98.8916,724.757,-304.156,98.727
1441,0,567.586,133.485,61.1876,671.442,91.1861,39.8775,491.27,102.994,120.718,667.42,45.8273,87.3515,611.451,61.4799,115.005,519.068,-63.5892,146.452,704.387,-150.894,82.4318,711.824,-225.255,98.8784,724.755,-304.161,98.7346
1442,0,567.585,133.484,61.1872,671.442,91.1861,39.8775,491.273,102.994,120.718,667.454,45.8412,87.3663,611.453,61.5295,115.039,519.068,-63.5892,146.452,704.401,-150.876,82.4652,711.809,-225.245,98.8962,724.74,-304.184,98.6519
1443,0,567.633,133.489,61.1841,671.457,91.208,39.9136,491.288,103.014,120.75,667.454,45.8412,87.3663,611.454,61.498,114.974,519.091,-63.5742,146.508,704.376,-150.868,82.4607,711.83,-225.281,98.8638,724.761,-304.195,98.6495
1444,0,567.651,133.479,61.1981,671.472,91.1972,39.9009,491.339,103.047,120.755,667.475,45.834,87.362,611.509,61.5034,114.989,519.09,-63.551,146.464,704.38,-150.891,82.4461,711.819,-225.293,98.8558,724.739,-304.182,98.7004
1445,0,567.651,133.506,61.1873,671.477,91.1985,39.8719,491.351,103.055,120.755,667.477,45.8325,87.3158,611.489,61.5402,115.01,519.086,-63.5283,146.478,704.382,-150.886,82.4512,711.782,-225.264,98.9145,724.71,-304.179,98.7383
1446,0,567.653,133.524,61.1957,671.481,91.2062,39.812,491.342,103.071,120.723,667.46,45.8156,87.2703,611.472,61.5231,114.92,519.094,-63.5307,146.445,704.358,-150.925,82.4216,711.786,-225.292,98.894,724.659,-304.175,98.7363
1447,0,567.66,133.535,61.1381,671.465,91.185,39.7754,491.326,103.103,120.714,667.442,45.8178,87.2461,611.47,61.5207,114.946,519.051,-63.5277,146.385,704.358,-150.92,82.4245,711.737,-225.293,98.8755,724.619,-304.192,98.676
1448,0,567.651,133.523,61.0945,671.48,91.175,39.7638,491.302,103.126,120.675,667.442,45.818,87.2496,611.457,61.5465,114.961,519.046,-63.5074,146.4,704.329,-150.922,82.39,711.736,-225.291,98.8256,724.621,-304.233,98.6127
1449,0,567.662,133.54,61.0549,671.48,91.1735,39.763,491.332,103.131,120.612,667.461,45.8144,87.2222,611.493,61.536,114.934,519.047,-63.4922,146.408,704.329,-150.938,82.3802,711.698,-225.312,98.7894,724.545,-304.239,98.6319
1450,0,567.695,133.559,61.0731,671.499,91.1666,39.7398,491.371,103.151,120.64,667.476,45.8321,87.2673,611.511,61.5506,114.933,519.049,-63.5089,146.397,704.3,-150.94,82.4005,711.69,-225.296,98.9184,724.505,-304.233,98.6876
1451,0,567.71,133.554,61.0598,671.518,91.1625,39.7579,491.379,103.199,120.66,667.46,45.7938,87.214,611.508,61.5321,114.921,519.067,-63.4881,146.427,704.317,-150.962,82.3829,711.642,-225.318,98.8753,724.471,-304.281,98.6344
1452,0,567.743,133.578,61.0802,671.514,91.1852,39.774,491.377,103.244,120.627,667.497,45.8247,87.268,611.492,61.5655,114.905,519.07,-63.4482,146.42,704.304,-150.927,82.392,711.61,-225.299,98.9578,724.419,-304.236,98.6953
1453,0,567.742,133.612,61.0753,671.541,91.2286,39.805,491.379,103.327,120.704,667.495,45.8255,87.2678,611.514,61.6005,114.964,519.047,-63.3957,146.439,704.276,-150.941,82.4033,711.601,-225.308,98.9363,724.406,-304.258,98.6579
1454,0,567.76,133.613,61.0236,671.542,91.1959,39.7588,491.41,103.352,120.633,667.495,45.8451,87.2359,611.536,61.6155,114.95,519.03,-63.3665,146.463,704.252,-150.969,82.3981,711.562,-225.285,98.9636,724.364,-304.245,98.6775
1455,0,567.775,133.606,61.0332,671.559,91.1905,39.7334,491.411,103.347,120.662,667.491,45.8274,87.2853,611.534,61.5973,114.939,519.025,-63.3448,146.478,704.242,-150.977,82.3786,711.563,-225.288,99.0071,724.348,-304.28,98.6712
1456,0,567.771,133.638,61.0229,671.555,91.1881,39.764,491.407,103.395,120.634,667.476,45.8096,87.2244,611.536,61.6459,114.927,519.016,-63.3524,146.459,704.227,-151,82.3434,711.497,-225.32,98.978,724.265,-304.307,98.6822
1457,0,567.779,133.638,61.0451,671.558,91.1802,39.6942,491.429,103.418,120.602,667.515,45.8209,87.1947,611.531,61.6278,114.961,519.007,-63.3335,146.443,704.213,-151.013,82.3536,711.497,-225.32,98.9719,724.25,-304.334,98.6565
1458,0,567.798,133.646,60.9942,671.56,91.19,39.734,491.429,103.46,120.602,667.498,45.8052,87.1973,611.534,61.6446,114.924,519.023,-63.3294,146.456,704.213,-151.013,82.3536,711.499,-225.299,98.9665,724.251,-304.332,98.6467
1459,0,567.78,133.655,60.9933,671.554,91.1891,39.7629,491.428,103.48,120.6,667.478,45.809,87.2278,611.535,61.6461,114.97,518.991,-63.3057,146.464,704.18,-150.978,82.3964,711.472,-225.296,98.9662,724.218,-304.294,98.6767
1460,0,567.801,133.692,61.0279,671.556,91.214,39.7519,491.433,103.525,120.625,667.48,45.8593,87.2699,611.556,61.6905,115.006,518.992,-63.2681,146.459,704.179,-150.993,82.3881,711.434,-225.321,98.9547,724.174,-304.302,98.6981
1461,0,567.83,133.707,61.0196,671.574,91.2112,39.7679,491.466,103.542,120.608,667.499,45.8744,87.2592,611.539,61.6639,114.938,518.992,-63.2698,146.458,704.175,-151.001,82.3395,711.411,-225.311,99.0077,724.15,-304.293,98.7409
1462,0,567.83,133.695,60.9912,671.59,91.1988,39.7572,491.484,103.599,120.635,667.514,45.8517,87.2243,611.557,61.6904,114.96,519.003,-63.2623,146.476,704.176,-150.999,82.3395,711.43,-225.307,99.0048,724.15,-304.293,98.7409
1463,0,567.863,133.718,60.9937,671.606,91.2001,39.704,491.487,103.603,120.608,667.513,45.8523,87.2336,611.576,61.6865,114.933,519,-63.2644,146.429,704.17,-150.999,82.3718,711.416,-225.329,98.969,724.127,-304.332,98.7022
1464,0,567.843,133.717,60.935,671.606,91.2382,39.6977,491.486,103.656,120.601,667.519,45.8403,87.2085,611.562,61.7105,114.942,518.989,-63.2231,146.451,704.127,-151.004,82.3365,711.355,-225.34,98.9971,724.058,-304.33,98.7368
1465,0,567.844,133.741,60.9238,671.606,91.2397,39.6985,491.487,103.682,120.575,667.516,45.8718,87.2228,611.579,61.7364,114.965,518.972,-63.169,146.462,704.119,-150.979,82.4174,711.33,-225.305,99.0106,724.045,-304.34,98.7759
1466,0,567.862,133.741,60.9302,671.614,91.247,39.717,491.49,103.703,120.526,667.518,45.8698,87.1748,611.602,61.739,114.955,518.972,-63.1694,146.461,704.125,-151,82.4032,711.337,-225.328,98.998,724.028,-304.329,98.7921
1467,0,567.909,133.764,60.9281,671.648,91.2297,39.6833,491.551,103.707,120.57,667.558,45.8592,87.1463,611.637,61.7603,114.953,519.016,-63.1541,146.497,704.147,-151.031,82.3502,711.33,-225.305,99.0106,724.052,-304.351,98.7185
1468,0,567.925,133.787,60.9581,671.664,91.2465,39.748,491.562,103.726,120.63,667.558,45.8592,87.1463,611.637,61.7611,114.956,519.045,-63.1606,146.555,704.159,-151.042,82.3566,711.383,-225.344,98.9884,724.046,-304.349,98.7314
1469,0,567.946,133.766,60.9924,671.684,91.2273,39.758,491.588,103.681,120.64,667.576,45.8758,87.1879,611.638,61.7143,114.897,519.044,-63.1839,146.569,704.177,-151.04,82.3792,711.385,-225.366,99.0244,724.069,-304.333,98.8384
1470,0,567.909,133.743,61.041,671.651,91.2365,39.7114,491.566,103.65,120.719,667.574,45.8772,87.2397,611.655,61.73,114.944,519.053,-63.1973,146.603,704.179,-151.028,82.43,711.42,-225.347,99.0949,724.115,-304.34,98.8582
1471,0,567.862,133.696,61.0202,671.613,91.2487,39.7739,491.498,103.53,120.733,667.556,45.8842,87.3107,611.619,61.6891,114.995,519.071,-63.2482,146.568,704.224,-151.01,82.4713,711.466,-225.34,99.0729,724.194,-304.296,98.8233
1472,0,567.75,133.657,61.0734,671.549,91.2569,39.8341,491.408,103.444,120.76,667.496,45.8803,87.3239,611.559,61.6951,115.027,519.024,-63.3282,146.488,704.248,-150.978,82.4567,711.55,-225.293,99.0126,724.323,-304.237,98.776
1473,0,567.698,133.632,61.1002,671.489,91.2314,39.839,491.373,103.343,120.741,667.477,45.8845,87.391,611.478,61.6236,114.989,519.013,-63.3936,146.465,704.265,-150.907,82.4567,711.586,-225.28,98.9502,724.357,-304.227,98.7317
1474,0,567.67,133.574,61.1406,671.471,91.2411,39.865,491.332,103.243,120.726,667.442,45.8489,87.3135,611.477,61.5899,114.996,519.001,-63.461,146.439,704.27,-150.912,82.4228,711.626,-225.27,98.9206,724.451,-304.181,98.7217
1475,0,567.676,133.582,61.1116,671.507,91.2085,39.8933,491.364,103.198,120.74,667.479,45.8386,87.2385,611.493,61.5673,114.956,519.031,-63.4981,146.424,704.328,-150.898,82.4438,711.689,-225.282,98.9246,724.556,-304.176,98.6705
1476,0,567.7,133.528,61.1228,671.515,91.1897,39.8164,491.38,103.149,120.754,667.494,45.826,87.2644,611.511,61.5524,114.981,519.077,-63.5196,146.469,704.345,-150.925,82.4401,711.737,-225.275,98.907,724.601,-304.191,98.7272
1477,0,567.712,133.543,61.1876,671.517,91.1851,39.8477,491.383,103.111,120.728,667.491,45.8072,87.3018,611.509,61.5029,114.949,519.086,-63.5283,146.478,704.37,-150.934,82.4431,711.754,-225.288,98.915,724.623,-304.229,98.6955
1478,0,567.682,133.513,61.1288,671.528,91.1814,39.8212,491.362,103.118,120.783,667.493,45.8273,87.3126,611.509,61.5028,114.947,519.076,-63.5358,146.46,704.369,-150.937,82.4421,711.746,-225.266,98.9283,724.596,-304.185,98.758
1479,0,567.676,133.534,61.1447,671.509,91.2282,39.8388,491.33,103.108,120.76,667.476,45.8326,87.3056,611.492,61.5351,114.931,519.077,-63.518,146.47,704.365,-150.902,82.4629,711.747,-225.247,98.9334,724.636,-304.207,98.6495
1480,0,567.683,133.517,61.1293,671.494,91.2366,39.85,491.344,103.098,120.75,667.476,45.8329,87.3087,611.493,61.5358,114.935,519.077,-63.5196,146.469,704.367,-150.864,82.4804,711.78,-225.25,98.9148,724.66,-304.153,98.7221
1481,0,567.667,133.524,61.1549,671.507,91.2101,39.8942,491.349,103.075,120.734,667.494,45.8269,87.3192,611.491,61.5188,114.968,519.06,-63.558,146.428,704.382,-150.914,82.4391,711.781,-225.266,98.9117,724.67,-304.153,98.7921
1482,0,567.667,133.503,61.1728,671.493,91.1882,39.8611,491.353,103.054,120.754,667.494,45.8057,87.3087,611.472,61.4907,114.93,519.076,-63.5359,146.46,704.394,-150.895,82.4737,711.795,-225.276,98.8882,724.675,-304.186,98.7162
1483,0,567.668,133.501,61.1752,671.492,91.1893,39.8596,491.352,103.055,120.755,667.493,45.8275,87.3159,611.469,61.4715,114.914,519.074,-63.5735,146.431,704.395,-150.891,82.475,711.796,-225.276,98.8942,724.698,-304.197,98.673
1484,0,567.67,133.504,61.1787,671.497,91.1906,39.8307,491.351,103.055,120.756,667.492,45.807,87.2985,611.486,61.4883,115.001,519.08,-63.5585,146.445,704.395,-150.877,82.4838,711.801,-225.277,98.867,724.713,-304.158,98.7342
1485,0,567.67,133.503,61.1777,671.507,91.2096,39.8948,491.351,103.055,120.755,667.493,45.8273,87.3126,611.488,61.5368,114.993,519.076,-63.5359,146.46,704.395,-150.877,82.4838,711.816,-225.235,98.9249,724.713,-304.148,98.7881
1486,0,567.67,133.519,61.1844,671.506,91.2543,39.9481,491.358,103.084,120.779,667.495,45.8264,87.3126,611.47,61.5208,114.948,519.078,-63.5402,146.489,704.41,-150.855,82.5182,711.811,-225.236,98.9681,724.714,-304.15,98.7785
1487,0,567.668,133.501,61.1753,671.523,91.228,39.9289,491.368,103.075,120.788,667.496,45.826,87.3193,611.47,61.5208,114.948,519.078,-63.5395,146.49,704.417,-150.854,82.5324,711.811,-225.254,98.9818,724.729,-304.138,98.8115
1488,0,567.669,133.474,61.1512,671.513,91.1832,39.8776,491.369,103.056,120.777,667.495,45.7962,87.2927,611.47,61.4731,114.957,519.098,-63.5749,146.462,704.408,-150.914,82.4733,711.817,-225.277,98.9317,724.72,-304.191,98.7626
1489,0,567.673,133.482,61.1554,671.508,91.2089,39.8949,491.351,103.021,120.733,667.494,45.8056,87.3088,611.471,61.4735,114.957,519.097,-63.592,146.453,704.409,-150.9,82.4814,711.826,-225.31,98.8322,724.739,-304.194,98.7048
1490,0,567.652,133.48,61.1428,671.49,91.1939,39.8282,491.334,103.035,120.723,667.495,45.8265,87.3125,611.47,61.4731,114.958,519.08,-63.5932,146.4,704.393,-150.895,82.4002,711.819,-225.27,98.8471,724.723,-304.181,98.6424
1491,0,567.652,133.482,61.1426,671.491,91.1934,39.8289,491.324,103.028,120.705,667.454,45.8371,87.3252,611.473,61.4909,114.927,519.047,-63.6023,146.382,704.387,-150.894,82.4318,711.811,-225.249,98.8772,724.722,-304.18,98.6431
